
"InChI","InChI key"
"InChI=1S/C9H6Cl6O3S/c10-5-6(11)8(13)4-2-18-19(16)17-1-3(4)7(5,12)9(8,14)15/h3-4H,1-2H2","InChIKey=RDYMFSUJUZBWLH-UHFFFAOYSA-N"
"InChI=1S/C7H14O2/c1-2-3-4-5-6-7(8)9/h2-6H2,1H3,(H,8,9)/p-1","InChIKey=MNWFXJYAOYHMED-UHFFFAOYSA-M"
"InChI=1S/C21H39N7O12/c1-5-21(36,4-30)16(40-17-9(26-2)13(34)10(31)6(3-29)38-17)18(37-5)39-15-8(28-20(24)25)11(32)7(27-19(22)23)12(33)14(15)35/h4-18,26,29,31-36H,3H2,1-2H3,(H4,22,23,27)(H4,24,25,28)/t5-,6-,7+,8-,9-,10-,11+,12-,13-,14+,15+,16-,17-,18-,21+/m0/s1","InChIKey=UCSJYZPVAKXKNQ-HZYVHMACSA-N"
"InChI=1S/C6H8O7.Cu/c7-3(8)1-6(13,5(11)12)2-4(9)10;/h13H,1-2H2,(H,7,8)(H,9,10)(H,11,12);/p-3","InChIKey=JQKUCPUQTWLCNU-UHFFFAOYSA-K"
"InChI=1S/C10H6Cl4O4/c1-17-9(15)3-5(11)7(13)4(10(16)18-2)8(14)6(3)12/h1-2H3","InChIKey=NPOJQCVWMSKXDN-UHFFFAOYSA-N"
"InChI=1S/C6H14O2/c1-5(7)4-6(2,3)8/h5,7-8H,4H2,1-3H3","InChIKey=SVTBMSDMJJWYQN-UHFFFAOYSA-N"
"InChI=1S/C24H26O6/c1-2-4-23(26)24(9-3-10-25,13-17-5-7-19-21(11-17)29-15-27-19)14-18-6-8-20-22(12-18)30-16-28-20/h5-8,10-12H,2-4,9,13-16H2,1H3","InChIKey=INYYYNXDLSKWQB-UHFFFAOYSA-N"
"InChI=1S/F2O2S/c1-5(2,3)4","InChIKey=OBTWBSRJZRCYQV-UHFFFAOYSA-N"
"InChI=1S/C3H7NO/c1-2-5-3-4-1/h4H,1-3H2","InChIKey=WYNCHZVNFNFDNH-UHFFFAOYSA-N"
"InChI=1S/C12H11NO/c13-12(14)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,8H2,(H2,13,14)","InChIKey=XFNJVKMNNVCYEK-UHFFFAOYSA-N"
"InChI=1S/C7H16N.ClH/c1-8(2)6-4-3-5-7-8;/h3-7H2,1-2H3;1H/q+1;/p-1","InChIKey=VHOVSQVSAAQANU-UHFFFAOYSA-M"
"InChI=1S/C9H11Cl3NO3PS/c1-3-14-17(18,15-4-2)16-9-7(11)5-6(10)8(12)13-9/h5H,3-4H2,1-2H3","InChIKey=SBPBAQFWLVIOKP-UHFFFAOYSA-N"
"InChI=1S/C5H12NO3PS2/c1-6-5(7)4-12-10(11,8-2)9-3/h4H2,1-3H3,(H,6,7)","InChIKey=MCWXGJITAZMZEV-UHFFFAOYSA-N"
"InChI=1S/C17H22N2O4/c1-6-7-18-9-13(20)19(16(18)22)10-23-15(21)14-12(8-11(2)3)17(14,4)5/h1,8,12,14H,7,9-10H2,2-5H3","InChIKey=VPRAQYXPZIFIOH-UHFFFAOYSA-N"
"InChI=1S/C19H17Cl2N3O3/c1-13-9-25-19(27-13,10-24-12-22-11-23-24)17-7-6-16(8-18(17)21)26-15-4-2-14(20)3-5-15/h2-8,11-13H,9-10H2,1H3","InChIKey=BQYJATMQXGBDHF-UHFFFAOYSA-N"
"InChI=1S/C11H15N3O2.ClH/c1-12-11(15)16-10-6-4-5-9(7-10)13-8-14(2)3;/h4-8H,1-3H3,(H,12,15);1H/b13-8+;","InChIKey=MYPKGPZHHQEODQ-FNXZNAJJSA-N"
"InChI=1S/C42H76O4.Zn/c1-4-7-10-13-16-19-22-23-24-27-30-33-36-40(42(44)46-38-35-32-29-26-21-18-15-12-9-6-3)39-41(43)45-37-34-31-28-25-20-17-14-11-8-5-2;/h7,10-12,14-15,40H,4-6,8-9,13,16-39H2,1-3H3;/b10-7-,14-11-,15-12-;","InChIKey=YGITZLVVTMULOY-BWIVLESJSA-N"
"InChI=1S/C13H14F3N3O4/c1-4-17(7-8(2)3)12-10(18(20)21)5-9(13(14,15)16)6-11(12)19(22)23/h5-6H,2,4,7H2,1,3H3","InChIKey=PTFJIKYUEPWBMS-UHFFFAOYSA-N"
"InChI=1S/C22H17N3O5/c1-27-13-17(22(26)28-2)16-8-4-6-10-19(16)30-21-11-20(24-14-25-21)29-18-9-5-3-7-15(18)12-23/h3-11,13-14H,1-2H3/b17-13+","InChIKey=WFDXOXNFNRHQEC-GHRIWEEISA-N"
"InChI=1S/C10H18O/c1-9(2)5-4-6-10(3)7-8-11/h5,8,10H,4,6-7H2,1-3H3","InChIKey=NEHNMFOYXAPHSD-UHFFFAOYSA-N"
"InChI=1S/C8H19O2PS2/c1-4-7-12-11(9,10-6-3)13-8-5-2/h4-8H2,1-3H3","InChIKey=VJYFKVYYMZPMAB-UHFFFAOYSA-N"
"InChI=1S/C18H19NO4/c1-13-8-4-7-11-16(13)23-12-14-9-5-6-10-15(14)17(19-22-3)18(20)21-2/h4-11H,12H2,1-3H3/b19-17+","InChIKey=ZOTBXTZVPHCKPN-HTXNQAPBSA-N"
"InChI=1S/C15H18N6O6S/c1-21(2)13(22)9-6-5-7-16-12(9)28(24,25)20-15(23)19-14-17-10(26-3)8-11(18-14)27-4/h5-8H,1-4H3,(H2,17,18,19,20,23)","InChIKey=RTCOGUMHFFWOJV-UHFFFAOYSA-N"
"InChI=1S/C3H4O2.Na/c1-2-3(4)5;/h2H,1H2,(H,4,5);/q;+1/p-1","InChIKey=NNMHYFLPFNGQFZ-UHFFFAOYSA-M"
"InChI=1S/C36H66O3/c1-3-5-7-9-11-13-15-17-19-21-23-25-27-29-31-33-35(37)39-36(38)34-32-30-28-26-24-22-20-18-16-14-12-10-8-6-4-2/h17-20H,3-16,21-34H2,1-2H3/b19-17-,20-18-","InChIKey=OCNZHGHKKQOQCZ-CLFAGFIQSA-N"
"InChI=1S/NO3.H3N/c2-1(3)4;/h;1H3/q-1;/p+1","InChIKey=DVARTQFDIMZBAA-UHFFFAOYSA-O"
"InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)","InChIKey=CVXBEEMKQHEXEN-UHFFFAOYSA-N"
"InChI=1S/C14H16ClN3O2/c1-14(2,3)12(19)13(18-9-16-8-17-18)20-11-6-4-10(15)5-7-11/h4-9,13H,1-3H3","InChIKey=WURBVZBTWMNKQT-UHFFFAOYSA-N"
"InChI=1S/C11H8O2.3Cu/c12-11(13)10-7-3-5-8-4-1-2-6-9(8)10;;;/h1-7H,(H,12,13);;;","InChIKey=IVSROCAOFVQTQP-UHFFFAOYSA-N"
"InChI=1S/C20H38O7S/c1-5-9-11-16(7-3)14-26-19(21)13-18(28(23,24)25)20(22)27-15-17(8-4)12-10-6-2/h16-18H,5-15H2,1-4H3,(H,23,24,25)","InChIKey=HNSDLXPSAYFUHK-UHFFFAOYSA-N"
"InChI=1S/C7H7ClO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,1H3","InChIKey=CFKMVGJGLGKFKI-UHFFFAOYSA-N"
"InChI=1S/C9H6F3N3O/c10-9(11,12)7-1-3-14-5-6(7)8(16)15-4-2-13/h1,3,5H,4H2,(H,15,16)","InChIKey=RLQJEEJISHYWON-UHFFFAOYSA-N"
"InChI=1S/C18H30.Na/c1-2-3-4-5-6-7-8-9-10-12-15-18-16-13-11-14-17-18;/h11,13-14,16-17H,2-10,12,15H2,1H3;/q;+1","InChIKey=XLBZSFBUDHBMLB-UHFFFAOYSA-N"
"InChI=1S/C15H16F5NO2S2/c1-6(2)5-7-8(13(22)24-3)10(12(16)17)21-11(15(18,19)20)9(7)14(23)25-4/h6,12H,5H2,1-4H3","InChIKey=YUBJPYNSGLJZPQ-UHFFFAOYSA-N"
"InChI=1S/C10H22O4S.2Na/c1-2-3-4-5-6-7-8-9-10-14-15(11,12)13;;/h2-10H2,1H3,(H,11,12,13);;/q;2*+1/p-1","InChIKey=RFGAJENGWPYSMY-UHFFFAOYSA-M"
"InChI=1S/C10H9ClN4S/c11-9-2-1-8(5-13-9)6-15-3-4-16-10(15)14-7-12/h1-2,5H,3-4,6H2","InChIKey=HOKKPVIRMVDYPB-UHFFFAOYSA-N"
"InChI=1S/C11H15NO2S/c1-7-5-9(14-11(13)12-3)6-8(2)10(7)15-4/h5-6H,1-4H3,(H,12,13)","InChIKey=YFBPRJGDJKVWAH-UHFFFAOYSA-N"
"InChI=1S/C15H26O/c1-6-15(5,16)12-8-11-14(4)10-7-9-13(2)3/h6,9,11,16H,1,7-8,10,12H2,2-5H3/b14-11+/t15-/m1/s1","InChIKey=FQTLCLSUCSAZDY-ATGUSINASA-N"
"InChI=1S/C6H3Cl4N/c7-5-3-1-2-4(11-5)6(8,9)10/h1-3H","InChIKey=DCUJJWWUNKIJPH-UHFFFAOYSA-N"
"InChI=1S/C6H13O/c1-3-5-6-7-4-2/h2-6H2,1H3","InChIKey=QSQHJKAZGABBJJ-UHFFFAOYSA-N"
"InChI=1S/C4H4ClNOS/c1-6-4(7)2-3(5)8-6/h2H,1H3","InChIKey=DHNRXBZYEKSXIM-UHFFFAOYSA-N"
"InChI=1S/C12H4Cl2F6N4OS/c13-5-1-4(11(15,16)17)2-6(14)8(5)24-10(22)9(7(3-21)23-24)26(25)12(18,19)20/h1-2H,22H2","InChIKey=ZOCSXAVNDGMNBV-UHFFFAOYSA-N"
"InChI=1S/C14H18ClN3O2/c1-14(2,3)12(19)13(18-9-16-8-17-18)20-11-6-4-10(15)5-7-11/h4-9,12-13,19H,1-3H3","InChIKey=BAZVSMNPJJMILC-UHFFFAOYSA-N"
"InChI=1S/C15H17Cl2N3O2/c1-2-3-12-7-21-15(22-12,8-20-10-18-9-19-20)13-5-4-11(16)6-14(13)17/h4-6,9-10,12H,2-3,7-8H2,1H3","InChIKey=STJLVHWMYQXCPB-UHFFFAOYSA-N"
"InChI=1S/C6H13BO2/c1-5-4-6(2,3)9-7-8-5/h5,7H,4H2,1-3H3","InChIKey=ARSUQHZDPBOKDP-UHFFFAOYSA-N"
"InChI=1S/C7H12N2O4/c1-7(2)5(12)8(3-10)6(13)9(7)4-11/h10-11H,3-4H2,1-2H3","InChIKey=WSDISUOETYTPRL-UHFFFAOYSA-N"
"InChI=1S/CH4O5S.H3P/c2-1-6-7(3,4)5;/h2H,1H2,(H,3,4,5);1H3","InChIKey=GQCLFTGMXCYYHT-UHFFFAOYSA-N"
"InChI=1S/C18H32O16/c19-1-4-7(22)8(23)12(27)17(31-4)34-15-6(3-21)32-18(13(28)10(15)25)33-14-5(2-20)30-16(29)11(26)9(14)24/h4-29H,1-3H2/t4-,5-,6-,7-,8+,9-,10-,11-,12-,13-,14-,15-,16+,17?,18?/m1/s1","InChIKey=FYGDTMLNYKFZSV-MRCIVHHJSA-N"
"InChI=1S/C6H11N2O4PS3/c1-10-5-7-8(6(9)16-5)4-15-13(14,11-2)12-3/h4H2,1-3H3","InChIKey=MEBQXILRKZHVCX-UHFFFAOYSA-N"
"InChI=1S/ClH2NO3S.Na/c1-2-6(3,4)5;/h2H,(H,3,4,5);/q;+1","InChIKey=FZMJSKDUGCSOLI-UHFFFAOYSA-N"
"InChI=1S/C16H23N3OS/c1-12(2)19-14(17-16(3,4)5)21-11-18(15(19)20)13-9-7-6-8-10-13/h6-10,12H,11H2,1-5H3","InChIKey=PRLVTUNWOQKEAI-UHFFFAOYSA-N"
"InChI=1S/C15H15ClF3N3O/c1-2-7-23-9-14(22-6-5-20-10-22)21-13-4-3-11(16)8-12(13)15(17,18)19/h3-6,8,10H,2,7,9H2,1H3/b21-14+","InChIKey=HSMVPDGQOIQYSR-KGENOOAVSA-N"
"InChI=1S/C25H28O3/c1-4-27-22-15-13-21(14-16-22)25(2,3)19-26-18-20-9-8-12-24(17-20)28-23-10-6-5-7-11-23/h5-17H,4,18-19H2,1-3H3","InChIKey=YREQHYQNNWYQCJ-UHFFFAOYSA-N"
"InChI=1S/C15H18N2O3/c1-8(2)15(4)14(20)16-12(17-15)10-6-5-9(3)7-11(10)13(18)19/h5-8H,1-4H3,(H,18,19)(H,16,17,20)","InChIKey=LUZQQSLTOCTPIN-UHFFFAOYSA-N"
"InChI=1S/C3H8/c1-3-2/h3H2,1-2H3","InChIKey=ATUOYWHBWRKTHZ-UHFFFAOYSA-N"
"InChI=1S/C11H16O.2Na/c1-4-11(2,3)9-5-7-10(12)8-6-9;;/h5-8,12H,4H2,1-3H3;;/q;2*+1/p-1","InChIKey=HIDGCEOBBDVPJT-UHFFFAOYSA-M"
"InChI=1S/C6H12O6/c7-1-2-3(8)4(9)5(10)6(11)12-2/h2-11H,1H2/t2-,3-,4+,5-,6+/m1/s1","InChIKey=WQZGKKKJIJFFOK-DVKNGEFBSA-N"
"InChI=1S/C16H12N4O9S2.3Na/c21-15-13(18-17-9-1-5-11(6-2-9)30(24,25)26)14(16(22)23)19-20(15)10-3-7-12(8-4-10)31(27,28)29;;;/h1-8,21H,(H,22,23)(H,24,25,26)(H,27,28,29);;;/q;3*+1/p-3/b18-17+;;;","InChIKey=YXHBBEQKMVAJOH-GLCFPVLVSA-K"
"InChI=1S/2Cu","InChIKey=ALKZAGKDWUSJED-UHFFFAOYSA-N"
"InChI=1S/C13H18O5S/c1-5-16-12-13(2,3)10-8-9(18-19(4,14)15)6-7-11(10)17-12/h6-8,12H,5H2,1-4H3","InChIKey=IRCMYGHHKLLGHV-UHFFFAOYSA-N"
"InChI=1S/C9H9N3O2/c1-14-9(13)12-8-10-6-4-2-3-5-7(6)11-8/h2-5H,1H3,(H2,10,11,12,13)","InChIKey=TWFZGCMQGLPBSX-UHFFFAOYSA-N"
"InChI=1S/C12H18N4O6S/c1-3-5-14(6-4-2)12-10(15(17)18)7-9(23(13,21)22)8-11(12)16(19)20/h7-8H,3-6H2,1-2H3,(H2,13,21,22)","InChIKey=UNAHYJYOSSSJHH-UHFFFAOYSA-N"
"InChI=1S/C10H16/c1-7-4-5-8-6-9(7)10(8,2)3/h4,8-9H,5-6H2,1-3H3","InChIKey=GRWFGVWFFZKLTI-UHFFFAOYSA-N"
"InChI=1S/Cu.H2O4S/c;1-5(2,3)4/h;(H2,1,2,3,4)/p-2","InChIKey=UGWKCNDTYUOTQZ-UHFFFAOYSA-L"
"InChI=1S/C2H6N4O2/c3-1(7)5-6-2(4)8/h(H3,3,5,7)(H3,4,6,8)","InChIKey=ULUZGMIUTMRARO-UHFFFAOYSA-N"
"InChI=1S/HO2P/c1-3-2/h(H,1,2)/p-1","InChIKey=GQZXNSPRSGFJLY-UHFFFAOYSA-M"
"InChI=1S/C8H8O3/c1-11-8-4-6(5-9)2-3-7(8)10/h2-5,10H,1H3","InChIKey=MWOOGOJBHIARFG-UHFFFAOYSA-N"
"InChI=1S/C13H24NO8P.3Na/c1-2-3-4-5-6-7-8-9-10-13(15)20-12-22-23(18,19)21-11-14(16)17;;;/h2H,1,3-12H2,(H,18,19);;;/q;3*+1/p-1","InChIKey=YGDHXEVHZQYKND-UHFFFAOYSA-M"
"InChI=1S/C23H30O4/c1-14-11-15(2)18(16(3)12-14)19-20(26-17(24)13-22(4,5)6)23(27-21(19)25)9-7-8-10-23/h11-12H,7-10,13H2,1-6H3","InChIKey=GOLXNESZZPUPJE-UHFFFAOYSA-N"
"InChI=1S/ClO.Li.Mg/c1-2;;/q-1;;","InChIKey=GWTMOXKDNMZWBE-UHFFFAOYSA-N"
"InChI=1S/C3H8NO5P/c5-3(6)1-4-2-10(7,8)9/h4H,1-2H2,(H,5,6)(H2,7,8,9)/p+1","InChIKey=XDDAORKBJWWYJS-UHFFFAOYSA-O"
"InChI=1S/H2O2.H2O/c1-2;/h1-2H;1H2","InChIKey=QOSATHPSBFQAML-UHFFFAOYSA-N"
"InChI=1S/C5H13ClN.ClH/c1-7(2,3)5-4-6;/h4-5H2,1-3H3;1H/q+1;/p-1","InChIKey=UHZZMRAGKVHANO-UHFFFAOYSA-M"
"InChI=1S/C25H24F6N4/c1-23(2)15-32-22(33-16-23)35-34-21(13-7-17-3-9-19(10-4-17)24(26,27)28)14-8-18-5-11-20(12-6-18)25(29,30)31/h3-14H,15-16H2,1-2H3,(H2,32,33,35)/b13-7+,14-8+","InChIKey=IQVNEKKDSLOHHK-FNCQTZNRSA-N"
"InChI=1S/C13H17ClN6O7S/c1-20-10(8(9(14)18-20)11(21)27-4)28(23,24)19-13(22)17-12-15-6(25-2)5-7(16-12)26-3/h5,10,18H,1-4H3,(H2,15,16,17,19,22)","InChIKey=AXWKCWDGLWVCLQ-UHFFFAOYSA-N"
"InChI=1S/4Na.H3O4P/c;;;;1-5(2,3)4/h;;;;(H3,1,2,3,4)/q4*+1;/p-3","InChIKey=CDVLCTOFEIEUDH-UHFFFAOYSA-K"
"InChI=1S/C17H19NO3/c19-17(18-10-4-1-5-11-18)7-3-2-6-14-8-9-15-16(12-14)21-13-20-15/h2-3,6-9,12H,1,4-5,10-11,13H2/b6-2+,7-3+","InChIKey=MXXWOMGUGJBKIW-YPCIICBESA-N"
"InChI=1S/C3H6ClNO3.FH.5Na/c4-8-2-5-1-3(6)7;;;;;;/h5H,1-2H2,(H,6,7);1H;;;;;/q;;5*+1/p-1","InChIKey=WLTWFZVDJDVIIY-UHFFFAOYSA-M"
"InChI=1S/C30H45NO6/c1-4-17(2)26(33)36-25-11-9-19-20-8-10-23-28(34)15-24(32)27(3)13-18-7-5-6-12-31(18)16-22(27)21(28)14-29(19,23)37-30(20,25)35/h4,18-25,32,34-35H,5-16H2,1-3H3/b17-4+","InChIKey=BOPLDUYNKPOFGR-HAVNEIBRSA-N"
"InChI=1S/C17H16F3NO2/c1-11(2)23-13-7-5-6-12(10-13)21-16(22)14-8-3-4-9-15(14)17(18,19)20/h3-11H,1-2H3,(H,21,22)","InChIKey=PTCGDEVVHUXTMP-UHFFFAOYSA-N"
"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)","InChIKey=ODCWYMIRDDJXKW-UHFFFAOYSA-N"
"InChI=1S/C9H4Cl3NO2S/c10-9(11,12)16-13-7(14)5-3-1-2-4-6(5)8(13)15/h1-4H","InChIKey=HKIOYBQGHSTUDB-UHFFFAOYSA-N"
"InChI=1S/C22H24N2O9/c1-21(32)7-5-4-6-8(25)9(7)15(26)10-12(21)17(28)13-14(24(2)3)16(27)11(20(23)31)19(30)22(13,33)18(10)29/h4-6,12-14,17,25,27-29,32-33H,1-3H3,(H2,23,31)/t12-,13-,14+,17+,21-,22+/m1/s1","InChIKey=IWVCMVBTMGNXQD-PXOLEDIWSA-N"
"InChI=1S/BrH2NO3S.K/c1-2-6(3,4)5;/h2H,(H,3,4,5);/q;+1","InChIKey=MQCQETFRIFHBQB-UHFFFAOYSA-N"
"InChI=1S/C19H15FN2O4/c1-2-7-21-15-9-14(13(20)8-16(15)26-10-17(21)23)22-18(24)11-5-3-4-6-12(11)19(22)25/h1,8-9H,3-7,10H2","InChIKey=FOUWCSDKDDHKQP-UHFFFAOYSA-N"
"InChI=1S/C12H26O4S.2Na.H2O4S/c1-2-3-4-5-6-7-8-9-10-11-12-16-17(13,14)15;;;1-5(2,3)4/h2-12H2,1H3,(H,13,14,15);;;(H2,1,2,3,4)/q;2*+1;/p-3","InChIKey=UMFYNSAAPFOPTG-UHFFFAOYSA-K"
"InChI=1S/2Na.O3Si/c;;1-4(2)3/q2*+1;-2","InChIKey=NTHWMYGWWRZVTN-UHFFFAOYSA-N"
"InChI=1S/C14H28O2.Na/c1-3-4-5-6-7-8-9-10-11-12-13-16-14(2)15;/h3-13H2,1-2H3;/q;+1","InChIKey=RUGKGQGKAATAKE-UHFFFAOYSA-N"
"InChI=1S/ClHO2/c2-1-3/h(H,2,3)/p-1","InChIKey=QBWCMBCROVPCKQ-UHFFFAOYSA-M"
"InChI=1S/2C4H8N2S4.Mn.Zn/c2*7-3(8)5-1-2-6-4(9)10;;/h2*1-2H2,(H2,5,7,8)(H2,6,9,10);;/q;;2*+2/p-4","InChIKey=CHNQZRKUZPNOOH-UHFFFAOYSA-J"
"InChI=1S/C9H9Cl2NO/c1-2-9(13)12-6-3-4-7(10)8(11)5-6/h3-5H,2H2,1H3,(H,12,13)","InChIKey=LFULEKSKNZEWOE-UHFFFAOYSA-N"
"InChI=1S/C15H26O/c1-13(2)7-5-8-14(3)9-6-10-15(4)11-12-16/h7,9,11,16H,5-6,8,10,12H2,1-4H3","InChIKey=CRDAMVZIKSXKFV-UHFFFAOYSA-N"
"InChI=1S/C2Cl6O2S/c3-1(4,5)11(9,10)2(6,7)8","InChIKey=YBNLWIZAWPBUKQ-UHFFFAOYSA-N"
"InChI=1S/C19H26O3/c1-7-8-13-12(4)16(10-15(13)20)22-18(21)17-14(9-11(2)3)19(17,5)6/h7,9,14,16-17H,1,8,10H2,2-6H3/t14-,16+,17+/m1/s1","InChIKey=ZCVAOQKBXKSDMS-PVAVHDDUSA-N"
"InChI=1S/C9H16ClN5/c1-5-11-7-12-6(10)13-8(14-7)15-9(2,3)4/h5H2,1-4H3,(H2,11,12,13,14,15)","InChIKey=FZXISNSWEXTPMF-UHFFFAOYSA-N"
"InChI=1S/C8H16N2O3/c1-2-8(10(11)12)7-9-3-5-13-6-4-9/h8H,2-7H2,1H3","InChIKey=GQHVWDKJTDUZRP-UHFFFAOYSA-N"
"InChI=1S/C22H28N2O2/c1-7-17-8-10-18(11-9-17)20(25)23-24(22(4,5)6)21(26)19-13-15(2)12-16(3)14-19/h8-14H,7H2,1-6H3,(H,23,25)","InChIKey=QYPNKSZPJQQLRK-UHFFFAOYSA-N"
"InChI=1S/C17H17N3OS/c1-17(13-9-5-3-6-10-13)15(21)20(16(18-17)22-2)19-14-11-7-4-8-12-14/h3-12,19H,1-2H3/t17-/m0/s1","InChIKey=LMVPQMGRYSRMIW-KRWDZBQOSA-N"
"InChI=1S/2K.O3P/c;;1-4(2)3/q2*+1;-3","InChIKey=GJSKOXUTDMWTEF-UHFFFAOYSA-N"
"InChI=1S/C10H14Cl6N4O2/c11-9(12,13)7(17-5-21)19-1-2-20(4-3-19)8(18-6-22)10(14,15)16/h5-8H,1-4H2,(H,17,21)(H,18,22)","InChIKey=RROQIUMZODEXOR-UHFFFAOYSA-N"
"InChI=1S/C20H20FNO4/c1-3-4-11-24-20(23)14(2)25-16-6-8-17(9-7-16)26-19-10-5-15(13-22)12-18(19)21/h5-10,12,14H,3-4,11H2,1-2H3","InChIKey=TYIYMOAHACZAMQ-UHFFFAOYSA-N"
"InChI=1S/C17H19NO4/c1-2-20-17(19)18-12-13-21-14-8-10-16(11-9-14)22-15-6-4-3-5-7-15/h3-11H,2,12-13H2,1H3,(H,18,19)","InChIKey=HJUFTIJOISQSKQ-UHFFFAOYSA-N"
"InChI=1S/C7H5NO4/c9-6(10)4-1-2-5(7(11)12)8-3-4/h1-3H,(H,9,10)(H,11,12)","InChIKey=LVPMIMZXDYBCDF-UHFFFAOYSA-N"
"InChI=1S/C2H5Br/c1-2-3/h2H2,1H3","InChIKey=RDHPKYGYEGBMSE-UHFFFAOYSA-N"
"InChI=1S/C10H17NO2/c1-4-10(5-2)8(12)7(3)6-11-9(10)13/h7H,4-6H2,1-3H3,(H,11,13)/t7-/m1/s1","InChIKey=SIDLZWOQUZRBRU-SSDOTTSWSA-N"
"InChI=1S/C4H9NO2/c5-3-1-2-4(6)7/h1-3,5H2,(H,6,7)","InChIKey=BTCSSZJGUNDROE-UHFFFAOYSA-N"
"InChI=1S/C7H14N4O3/c1-8-7(10-11(12)13)9-4-6-2-3-14-5-6/h6H,2-5H2,1H3,(H2,8,9,10)","InChIKey=YKBZOVFACRVRJN-UHFFFAOYSA-N"
"InChI=1S/C20H36O12/c1-2-3-4-5-6-7-13(23)29-9-12-14(24)16(26)17(27)19(30-12)32-20(10-22)18(28)15(25)11(8-21)31-20/h11-12,14-19,21-22,24-28H,2-10H2,1H3/t11-,12-,14-,15-,16+,17-,18+,19-,20+/m1/s1","InChIKey=WSRKPJOHKUHAFB-OASARBKBSA-N"
"InChI=1S/C13H19N3O4/c1-5-10(6-2)14-12-11(15(17)18)7-8(3)9(4)13(12)16(19)20/h7,10,14H,5-6H2,1-4H3","InChIKey=CHIFOSRWCNZCFN-UHFFFAOYSA-N"
"InChI=1S/C19H24O3/c1-7-8-13-12(4)16(10-15(13)20)22-18(21)17-14(9-11(2)3)19(17,5)6/h1,9,14,16-17H,8,10H2,2-6H3","InChIKey=SMKRKQBMYOFFMU-UHFFFAOYSA-N"
"InChI=1S/C15H16N4O5S/c1-9-8-10(2)17-14(16-9)18-15(21)19-25(22,23)12-7-5-4-6-11(12)13(20)24-3/h4-8H,1-3H3,(H2,16,17,18,19,21)","InChIKey=ZDXMLEQEMNLCQG-UHFFFAOYSA-N"
"InChI=1S/C10H20O/c1-7(2)9-5-4-8(3)6-10(9)11/h7-11H,4-6H2,1-3H3/t8-,9+,10-/m1/s1","InChIKey=NOOLISFMXDJSKH-KXUCPTDWSA-N"
"InChI=1S/C17H21ClN2O2S/c1-11-15(12-7-9-13(18)10-8-12)23-17(22)20(11)16(21)19-14-5-3-2-4-6-14/h7-11,14-15H,2-6H2,1H3,(H,19,21)","InChIKey=XGWIJUOSCAQSSV-UHFFFAOYSA-N"
"InChI=1S/C10H20GeO/c1-9(2)5-4-6-10(3)7-8-12-11/h5,7H,4,6,8H2,1-3,11H3/b10-7+","InChIKey=RNQRZFWFKJDBHV-JXMROGBWSA-N"
"InChI=1S/C2H7AsO2/c1-3(2,4)5/h1-2H3,(H,4,5)","InChIKey=OGGXGZAMXPVRFZ-UHFFFAOYSA-N"
"InChI=1S/C19H25ClN2OS/c1-18(2,3)14-9-7-13(8-10-14)12-24-15-11-21-22(19(4,5)6)17(23)16(15)20/h7-11H,12H2,1-6H3","InChIKey=DWFZBUWUXWZWKD-UHFFFAOYSA-N"
"InChI=1S/CH2O3.Cu/c2-1(3)4;/h(H2,2,3,4);/p-2","InChIKey=OVFCVRIJCCDFNQ-UHFFFAOYSA-L"
"InChI=1S/C8H16O/c1-3-5-6-7-8(9)4-2/h4,8-9H,2-3,5-7H2,1H3","InChIKey=VSMOENVRRABVKN-UHFFFAOYSA-N"
"InChI=1S/C12H16ClNOS/c1-3-14(4-2)12(15)16-9-10-5-7-11(13)8-6-10/h5-8H,3-4,9H2,1-2H3","InChIKey=QHTQREMOGMZHJV-UHFFFAOYSA-N"
"InChI=1S/C21H28N2O/c1-5-23(6-2,15-19-13-8-7-9-14-19)16-20(24)22-21-17(3)11-10-12-18(21)4/h7-14H,5-6,15-16H2,1-4H3/p+1","InChIKey=ZFQMTVNLDNXRNQ-UHFFFAOYSA-O"
"InChI=1S/C16H22ClN3O/c1-15(2,3)16(21,10-20-12-18-11-19-20)9-8-13-4-6-14(17)7-5-13/h4-7,11-12,21H,8-10H2,1-3H3","InChIKey=PXMNMQRDXWABCY-UHFFFAOYSA-N"
"InChI=1S/CH2O3/c2-1(3)4/h(H2,2,3,4)/p-2","InChIKey=BVKZGUZCCUSVTD-UHFFFAOYSA-L"
"InChI=1S/ClH2NO3S.K.Na/c1-2-6(3,4)5;;/h2H,(H,3,4,5);;/q;2*+1","InChIKey=YRIWMYWPLGKCPY-UHFFFAOYSA-N"
"InChI=1S/C20H27NO3/c1-6-16(21-24-7-2)20-17(22)10-15(11-18(20)23)19-13(4)8-12(3)9-14(19)5/h8-9,15,22H,6-7,10-11H2,1-5H3/b21-16+","InChIKey=DQFPEYARZIQXRM-LTGZKZEYSA-N"
